1	4.130859e-01	9.611111e-01	4.101563e-02	5.185185e-02
1	4.892578e-01	6.740741e-01	1.757813e-02	4.814815e-02
1	5.102539e-01	8.944444e-01	2.050781e-02	7.037037e-02
1	5.112305e-01	7.185185e-01	1.855469e-02	5.185185e-02
1	5.107422e-01	5.583333e-01	1.367188e-02	3.888889e-02
1	5.122070e-01	5.074074e-01	1.269531e-02	3.703704e-02
1	5.571289e-01	3.990741e-01	1.660156e-02	2.407407e-02
1	5.708008e-01	5.750000e-01	1.660156e-02	3.518519e-02
1	5.756836e-01	6.611111e-01	1.464844e-02	4.074074e-02
1	5.908203e-01	8.157407e-01	1.953125e-02	5.740741e-02
1	5.952148e-01	6.259259e-01	1.660156e-02	3.703704e-02
1	6.030273e-01	6.981481e-01	2.246094e-02	4.444444e-02
1	6.303711e-01	9.148148e-01	2.832031e-02	7.407407e-02
1	6.342773e-01	7.740741e-01	2.246094e-02	5.555556e-02
1	6.577148e-01	8.685185e-01	2.636719e-02	6.666667e-02
