1	4.404297e-01	4.990741e-01	1.953125e-02	2.407407e-02
1	4.589844e-01	5.212963e-01	2.343750e-02	3.148148e-02
1	4.931641e-01	4.796296e-01	2.539063e-02	2.592593e-02
1	4.936523e-01	5.842593e-01	1.855469e-02	3.888889e-02
1	5.034180e-01	9.675926e-01	2.246094e-02	5.740741e-02
1	5.073242e-01	7.046296e-01	1.660156e-02	5.000000e-02
1	5.292969e-01	4.620370e-01	2.734375e-02	2.777778e-02
1	5.717773e-01	4.916667e-01	2.636719e-02	2.777778e-02
1	5.708008e-01	5.842593e-01	1.269531e-02	3.148148e-02
1	5.742188e-01	6.370370e-01	1.757813e-02	3.703704e-02
1	5.849609e-01	7.046296e-01	1.757813e-02	5.000000e-02
1	5.947266e-01	6.370370e-01	1.757813e-02	4.074074e-02
1	6.010742e-01	9.027778e-01	2.832031e-02	7.222222e-02
1	6.025391e-01	5.703704e-01	1.562500e-02	3.333333e-02
1	6.088867e-01	6.027778e-01	1.855469e-02	3.518519e-02
1	6.201172e-01	5.638889e-01	1.562500e-02	3.148148e-02
1	6.333008e-01	6.250000e-01	2.050781e-02	4.259259e-02
1	6.362305e-01	7.666667e-01	2.050781e-02	5.185185e-02
1	6.577148e-01	8.944444e-01	2.832031e-02	7.037037e-02
