1	3.212891e-01	6.583333e-01	3.515625e-02	3.518519e-02
1	4.780273e-01	9.379630e-01	2.050781e-02	7.592593e-02
1	5.097656e-01	5.055556e-01	1.562500e-02	3.703704e-02
1	5.263672e-01	5.018519e-01	1.367188e-02	3.333333e-02
1	5.322266e-01	8.907407e-01	2.343750e-02	7.407407e-02
1	5.307617e-01	4.703704e-01	1.464844e-02	2.592593e-02
1	5.449219e-01	5.870370e-01	2.148438e-02	3.703704e-02
1	5.488281e-01	4.314815e-01	1.171875e-02	3.703704e-02
1	5.825195e-01	8.185185e-01	1.660156e-02	5.185185e-02
1	5.893555e-01	9.111111e-01	2.441406e-02	7.037037e-02
1	6.025391e-01	6.120370e-01	3.320313e-02	2.777778e-02
1	5.937500e-01	4.509259e-01	1.171875e-02	2.407407e-02
1	6.069336e-01	6.500000e-01	2.832031e-02	3.333333e-02
1	6.152344e-01	8.879630e-01	2.539063e-02	6.481481e-02
1	6.352539e-01	8.361111e-01	2.246094e-02	5.740741e-02
1	6.459961e-01	9.055556e-01	2.636719e-02	6.666667e-02
1	6.596680e-01	8.194444e-01	2.441406e-02	6.111111e-02
1	6.752930e-01	8.935185e-01	2.832031e-02	6.851852e-02
