1	4.306641e-01	7.324074e-01	3.320313e-02	4.259259e-02
1	4.794922e-01	8.472222e-01	2.148438e-02	7.222222e-02
1	4.897461e-01	4.796296e-01	1.269531e-02	2.962963e-02
1	5.053711e-01	7.027778e-01	1.855469e-02	5.370370e-02
1	5.078125e-01	9.250000e-01	2.148438e-02	7.592593e-02
1	5.083008e-01	8.000000e-01	2.050781e-02	6.296296e-02
1	5.068359e-01	6.416667e-01	1.367188e-02	4.259259e-02
1	5.078125e-01	5.166667e-01	1.367188e-02	3.333333e-02
1	5.678711e-01	6.203704e-01	1.660156e-02	3.703704e-02
1	5.776367e-01	7.009259e-01	1.660156e-02	4.629630e-02
1	5.874023e-01	6.175926e-01	1.855469e-02	3.888889e-02
1	5.957031e-01	8.620370e-01	2.148438e-02	6.111111e-02
1	6.098633e-01	6.851852e-01	2.441406e-02	4.444444e-02
1	6.376953e-01	2.314815e-01	6.640625e-02	1.592593e-01
1	6.289063e-01	7.935185e-01	2.343750e-02	5.740741e-02
1	6.337891e-01	9.240741e-01	2.734375e-02	7.777778e-02
1	6.625977e-01	9.138889e-01	3.027344e-02	6.851852e-02
