1	5.029297e-01	6.250000e-01	1.562500e-02	4.629630e-02
1	5.234375e-01	6.666667e-01	1.562500e-02	4.814815e-02
1	5.351563e-01	5.453704e-01	1.562500e-02	3.888889e-02
1	5.756836e-01	4.879630e-01	1.269531e-02	2.777778e-02
1	5.776367e-01	5.564815e-01	1.464844e-02	3.518519e-02
1	5.893555e-01	4.990741e-01	1.464844e-02	2.777778e-02
1	5.976563e-01	6.240741e-01	1.562500e-02	4.074074e-02
1	6.196289e-01	8.611111e-01	2.636719e-02	6.296296e-02
1	6.250000e-01	5.138889e-01	1.562500e-02	3.148148e-02
1	6.357422e-01	6.601852e-01	1.953125e-02	4.259259e-02
1	6.455078e-01	6.018519e-01	1.953125e-02	4.074074e-02
1	6.816406e-01	8.898148e-01	2.929688e-02	7.222222e-02
