3	3.935547e-01	5.462963e-01	2.539063e-02	7.777778e-02
1	3.955078e-01	8.925926e-01	2.148438e-02	7.407407e-02
1	4.062500e-01	6.962963e-01	1.757813e-02	4.444444e-02
1	4.243164e-01	5.731481e-01	1.464844e-02	3.148148e-02
1	4.301758e-01	5.287037e-01	1.269531e-02	2.777778e-02
1	4.418945e-01	6.231481e-01	1.464844e-02	3.518519e-02
1	4.477539e-01	5.185185e-01	1.269531e-02	3.333333e-02
1	4.492188e-01	5.611111e-01	1.367188e-02	2.962963e-02
1	5.068359e-01	7.787037e-01	1.757813e-02	4.629630e-02
1	5.234375e-01	6.694444e-01	1.562500e-02	3.888889e-02
1	5.639648e-01	2.101852e-01	6.738281e-02	1.388889e-01
1	5.522461e-01	8.083333e-01	1.855469e-02	5.740741e-02
