1	4.492188e-01	5.083333e-01	1.953125e-02	2.407407e-02
1	4.628906e-01	5.416667e-01	2.343750e-02	3.148148e-02
1	4.970703e-01	4.888889e-01	2.539063e-02	2.592593e-02
1	4.946289e-01	6.101852e-01	1.855469e-02	3.888889e-02
1	5.068359e-01	7.453704e-01	1.562500e-02	5.370370e-02
1	5.175781e-01	4.740741e-01	2.929688e-02	2.592593e-02
1	5.659180e-01	5.074074e-01	2.636719e-02	2.962963e-02
1	5.717773e-01	5.953704e-01	1.269531e-02	3.148148e-02
1	5.742188e-01	6.500000e-01	1.757813e-02	4.074074e-02
1	5.849609e-01	7.231481e-01	1.757813e-02	5.000000e-02
1	5.961914e-01	6.509259e-01	1.855469e-02	3.888889e-02
1	6.030273e-01	9.157407e-01	2.832031e-02	7.222222e-02
1	6.035156e-01	5.851852e-01	1.562500e-02	3.333333e-02
1	6.108398e-01	6.194444e-01	1.855469e-02	3.518519e-02
1	6.230469e-01	5.777778e-01	1.562500e-02	3.333333e-02
1	6.352539e-01	6.324074e-01	2.050781e-02	4.259259e-02
1	6.367188e-01	7.787037e-01	2.343750e-02	5.370370e-02
1	6.567383e-01	9.018519e-01	2.832031e-02	7.037037e-02
1	6.977539e-01	4.555556e-01	2.832031e-02	2.222222e-02
